elephant_num,call_id,call_type,sound_file,start_time,end_time,duration,clean_path,status
1,1,rumble,04-040920-02_vehicle_1.wav,30.6492,33.41613926,2.766939260000001,elephant voice/clean_clips/elephant1.wav,ok
2,2,rumble,04-040920-02_vehicle_1.wav,32.0326,36.39585037,4.363250369999996,elephant voice/clean_clips/elephant2.wav,ok
3,3,rumble,04-040920-02_vehicle_1.wav,33.3097,40.75915185,7.449451850000003,elephant voice/clean_clips/elephant3.wav,ok
4,4,rumble,04-040920-02_vehicle_2.wav,25.7693,30.23897111,4.46967111,elephant voice/clean_clips/elephant4.wav,ok
5,5,rumble,04-040920-03_vehicle_noise_1.wav,19.0842,24.51165778,5.427457780000001,elephant voice/clean_clips/elephant5.wav,ok
6,6,rumble,04-040920-03_vehicle_noise_1.wav,24.2989,26.00163185,1.7027318499999993,elephant voice/clean_clips/elephant6.wav,ok
7,7,rumble,04-040920-03_vehicle_noise_1.wav,25.6218,27.75021481,2.128414809999999,elephant voice/clean_clips/elephant7.wav,ok
8,8,rumble,04-040920-03_vehicle_noise_1.wav,26.8988,31.31526074,4.416460739999998,elephant voice/clean_clips/elephant8.wav,ok
9,9,rumble,04-040920-03_vehicle_noise_1.wav,125.0646,128.6829052,3.6183051999999947,elephant voice/clean_clips/elephant9.wav,ok
10,10,rumble,04-061218-25_vehicle_noise_1.wav,13.5536,15.46917333,1.9155733300000009,elephant voice/clean_clips/elephant10.wav,ok
11,11,rumble,04-061218-25_vehicle_noise_1.wav,24.6745,27.97354296,3.2990429600000013,elephant voice/clean_clips/elephant11.wav,ok
12,12,rumble,04-061218-25_vehicle_noise_1.wav,29.6763,33.02855333,3.35225333,elephant voice/clean_clips/elephant12.wav,ok
13,13,rumble,061220-24_airplane_01.wav,23.8035,25.39981111,1.596311110000002,elephant voice/clean_clips/elephant13.wav,ok
14,14,rumble,090224-09_generator_01.wav,50.5826,53.45596,2.873359999999998,elephant voice/clean_clips/elephant14.wav,ok
15,15,rumble,090224-09_generator_01.wav,115.4863,124.10638,8.620080000000002,elephant voice/clean_clips/elephant15.wav,ok
16,16,rumble,090224-09_generator_01.wav,152.7774,157.6195437,4.842143700000008,elephant voice/clean_clips/elephant16.wav,ok
17,17,rumble,090224-09_generator_01.wav,273.6229,277.6136778,3.9907777999999894,elephant voice/clean_clips/elephant17.wav,ok
18,18,rumble,090224-09_generator_01.wav,280.2742,282.8282978,2.5540977999999654,elephant voice/clean_clips/elephant18.wav,ok
19,19,rumble,1989-06_airplane_01.wav,15.1885,21.89300667,6.704506669999999,elephant voice/clean_clips/elephant19.wav,ok
20,20,rumble,1989-06_airplane_01.wav,54.7481,58.73887778,3.990777780000002,elephant voice/clean_clips/elephant20.wav,ok
21,21,rumble,1989-06_airplane_01.wav,70.1472,73.18019111,3.0329911099999975,elephant voice/clean_clips/elephant21.wav,ok
22,22,rumble,1989-08_airplane_01.wav,18.0101,20.40456667,2.39446667,elephant voice/clean_clips/elephant22.wav,ok
23,23,rumble,1989-08_airplane_01.wav,22.1605,24.71459778,2.5540977799999993,elephant voice/clean_clips/elephant23.wav,ok
24,24,rumble,1989-08_airplane_01.wav,31.0999,34.71820518,3.6183051799999966,elephant voice/clean_clips/elephant24.wav,ok
25,25,rumble,1989-08_airplane_01.wav,33.5475,35.46307333,1.9155733300000009,elephant voice/clean_clips/elephant25.wav,ok
26,26,rumble,1989-08_airplane_01.wav,35.3035,39.82638148,4.522881480000002,elephant voice/clean_clips/elephant26.wav,ok
27,27,rumble,1989-08_airplane_01.wav,42.4337,46.37126741,3.9375674099999998,elephant voice/clean_clips/elephant27.wav,ok
28,28,rumble,1989-08_airplane_01.wav,45.8923,48.97850148,3.0862014799999997,elephant voice/clean_clips/elephant28.wav,ok
29,29,rumble,1989-08_airplane_01.wav,50.2024,53.12897037,2.9265703700000003,elephant voice/clean_clips/elephant29.wav,ok
30,30,rumble,1989-08_airplane_01.wav,52.7033,54.83171481,2.1284148100000024,elephant voice/clean_clips/elephant30.wav,ok
31,31,rumble,1989-08_airplane_01.wav,80.6928,85.9074163,5.214616299999989,elephant voice/clean_clips/elephant31.wav,ok
32,32,rumble,1989-08_airplane_01.wav,86.2267,88.94042889,2.713728890000013,elephant voice/clean_clips/elephant32.wav,ok
33,33,rumble,1989-08_airplane_01.wav,88.8872,92.45229481,3.565094809999991,elephant voice/clean_clips/elephant33.wav,ok
34,34,rumble,1989-08_airplane_02.wav,18.7263,21.33360815,2.6073081500000015,elephant voice/clean_clips/elephant34.wav,ok
35,35,rumble,1989-08_airplane_02.wav,22.8767,25.53721852,2.66051852,elephant voice/clean_clips/elephant35.wav,ok
36,36,rumble,1989-08_airplane_02.wav,31.7696,35.1750637,3.405463700000002,elephant voice/clean_clips/elephant36.wav,ok
37,37,rumble,1989-08_airplane_02.wav,34.5365,36.34565259,1.8091525900000036,elephant voice/clean_clips/elephant37.wav,ok
38,38,rumble,1989-08_airplane_02.wav,36.2925,40.70896074,4.416460740000005,elephant voice/clean_clips/elephant38.wav,ok
39,39,rumble,1989-08_airplane_03.wav,16.6567,18.94474593,2.288045929999999,elephant voice/clean_clips/elephant39.wav,ok
40,40,rumble,1989-08_airplane_03.wav,20.7539,23.41441852,2.66051852,elephant voice/clean_clips/elephant40.wav,ok
41,41,rumble,1989-08_airplane_03.wav,29.6764,33.02865333,3.3522533299999964,elephant voice/clean_clips/elephant41.wav,ok
42,42,rumble,1989-08_airplane_03.wav,32.2305,33.98644222,1.7559422200000014,elephant voice/clean_clips/elephant42.wav,ok
43,43,rumble,1989-08_airplane_03.wav,33.88,38.40288148,4.522881479999995,elephant voice/clean_clips/elephant43.wav,ok
44,44,rumble,1989-08_airplane_03.wav,41.2231,45.90561259,4.682512589999995,elephant voice/clean_clips/elephant44.wav,ok
45,45,rumble,1989-08_airplane_03.wav,48.85,53.47930222,4.62930222,elephant voice/clean_clips/elephant45.wav,ok
46,46,rumble,1989-08_airplane_03.wav,53.961,59.92056148,5.959561480000005,elephant voice/clean_clips/elephant46.wav,ok
47,47,rumble,1989-08_airplane_03.wav,79.7149,84.76988518,5.054985180000003,elephant voice/clean_clips/elephant47.wav,ok
48,48,rumble,1989-08_airplane_03.wav,85.0359,87.74962889,2.7137288899999987,elephant voice/clean_clips/elephant48.wav,ok
49,49,rumble,1989-08_airplane_03.wav,87.7496,90.83580148,3.0862014799999997,elephant voice/clean_clips/elephant49.wav,ok
50,50,rumble,1989-08_airplane_03.wav,120.6345,123.2418081,2.6073080999999974,elephant voice/clean_clips/elephant50.wav,ok
51,51,rumble,1989-08_airplane_03.wav,126.1845,132.3036926,6.119192600000005,elephant voice/clean_clips/elephant51.wav,ok
52,52,rumble,1989-08_airplane_03.wav,145.9255,148.2135459,2.2880459000000144,elephant voice/clean_clips/elephant52.wav,ok
53,53,rumble,1989-08_airplane_03.wav,147.5219,152.0447815,4.522881500000011,elephant voice/clean_clips/elephant53.wav,ok
54,54,rumble,1989-08_airplane_03.wav,157.8447,165.5602037,7.715503699999999,elephant voice/clean_clips/elephant54.wav,ok
55,55,rumble,1989-08_airplane_03.wav,169.8412,172.0228252,2.1816252000000134,elephant voice/clean_clips/elephant55.wav,ok
56,56,rumble,1989-08_airplane_03.wav,171.4375,174.4172807,2.979780699999992,elephant voice/clean_clips/elephant56.wav,ok
57,57,rumble,1989-08_airplane_03.wav,176.865,183.7291378,6.86413779999998,elephant voice/clean_clips/elephant57.wav,ok
58,58,rumble,1989-08_airplane_03.wav,178.8338,180.5365319,1.7027319000000034,elephant voice/clean_clips/elephant58.wav,ok
59,59,rumble,2000-23_background_and_vehicle_noise_2.wav,21.5852,26.00166074,4.416460739999998,elephant voice/clean_clips/elephant59.wav,ok
60,60,rumble,2000-23_background_and_vehicle_noise_2.wav,25.8421,28.2473138,2.405213800000002,elephant voice/clean_clips/elephant60.wav,ok
61,61,trumpet,2000-23_background_and_vehicle_noise_2.wav,28.6198,30.10969037,1.4898903699999977,elephant voice/clean_clips/elephant61.wav,ok
62,62,rumble,2000-23_background_and_vehicle_noise_2.wav,29.3115,33.62154,4.310040000000004,elephant voice/clean_clips/elephant62.wav,ok
63,63,trumpet,2000-23_background_and_vehicle_noise_2.wav,33.4619,34.73894889,1.2770488900000032,elephant voice/clean_clips/elephant63.wav,ok
64,64,rumble,2000-23_background_and_vehicle_noise_2.wav,46.7113,51.23418148,4.522881479999995,elephant voice/clean_clips/elephant64.wav,ok
65,65,rumble,2000-23_background_noise_1.wav,8.5713,12.93455037,4.363250369999999,elephant voice/clean_clips/elephant65.wav,ok
66,66,rumble,2000-23_background_noise_1.wav,20.8097,25.38579185,4.576091850000001,elephant voice/clean_clips/elephant66.wav,ok
67,67,rumble,2000-23_background_noise_1.wav,25.403,31.78824444,6.385244440000001,elephant voice/clean_clips/elephant67.wav,ok
68,68,rumble,2000-23_background_vehicle_noise.wav,4.3753,8.100025925,3.7247259250000004,elephant voice/clean_clips/elephant68.wav,ok
69,69,rumble,2000-23_background_vehicle_noise.wav,19.3274,23.05212593,3.724725929999998,elephant voice/clean_clips/elephant69.wav,ok
70,70,rumble,2000-23_vehicle_noise_1.wav,6.1912,11.83149926,5.640299259999999,elephant voice/clean_clips/elephant70.wav,ok
71,71,rumble,2000-23_vehicle_noise_1.wav,64.068,71.2920786,7.224078599999999,elephant voice/clean_clips/elephant71.wav,ok
72,72,rumble,2000-23_vehicle_noise_1.wav,136.2342,140.5974504,4.363250400000027,elephant voice/clean_clips/elephant72.wav,ok
73,73,rumble,2000-23_vehicle_noise_2.wav,8.0875,13.3021163,5.214616299999999,elephant voice/clean_clips/elephant73.wav,ok
74,74,rumble,2000-23_vehicle_noise_3.wav,5.7976,11.33147852,5.533878519999999,elephant voice/clean_clips/elephant74.wav,ok
75,75,rumble,2000-23_vehicle_noise_3.wav,24.1384,31.00253778,6.86413778,elephant voice/clean_clips/elephant75.wav,ok
76,76,rumble,2000-23_vehicle_noise_4.wav,6.5301,10.36124667,3.83114667,elephant voice/clean_clips/elephant76.wav,ok
77,77,rumble,2000-23_vehicle_noise_4.wav,14.4585,20.7373237,6.2788237,elephant voice/clean_clips/elephant77.wav,ok
78,78,rumble,2000-23_vehicle_noise_4.wav,26.0051,29.46377407,3.4586740700000007,elephant voice/clean_clips/elephant78.wav,ok
79,79,rumble,2000-23_vehicle_noise_4.wav,39.4629,45.79493407,6.332034069999999,elephant voice/clean_clips/elephant79.wav,ok
80,80,rumble,2000-23_vehicle_noise_4.wav,51.4884,58.51216889,7.0237688899999995,elephant voice/clean_clips/elephant80.wav,ok
81,81,rumble,2000-24_generator_noise_1.wav,56.3577,59.23106,2.873359999999998,elephant voice/clean_clips/elephant81.wav,ok
82,82,rumble,2000-24_generator_noise_2.wav,80.1582,83.88292593,3.7247259300000053,elephant voice/clean_clips/elephant82.wav,ok
83,83,rumble,2000-24_generator_noise_2.wav,199.7774,203.6085467,3.831146700000005,elephant voice/clean_clips/elephant83.wav,ok
84,84,rumble,2000-24_generator_noise_2.wav,214.2506,218.9331126,4.6825125999999955,elephant voice/clean_clips/elephant84.wav,ok
85,85,rumble,2000-24_generator_noise_2.wav,228.4046,235.4218933,7.017293300000006,elephant voice/clean_clips/elephant85.wav,ok
86,86,rumble,2000-24_generator_noise_2.wav,260.0582,264.4746607,4.416460700000016,elephant voice/clean_clips/elephant86.wav,ok
87,87,rumble,2000-24_generator_noise_3.wav,10.6417,13.30221852,2.66051852,elephant voice/clean_clips/elephant87.wav,ok
88,88,rumble,2000-24_generator_noise_3.wav,13.9407,19.63420963,5.693509630000001,elephant voice/clean_clips/elephant88.wav,ok
89,89,rumble,2000-24_generator_noise_4.wav,19.0808,24.18899555,5.108195550000001,elephant voice/clean_clips/elephant89.wav,ok
90,90,rumble,2000-24_generator_noise_4.wav,72.4093,79.27343778,6.864137779999993,elephant voice/clean_clips/elephant90.wav,ok
91,91,rumble,2000-24_generator_noise_4.wav,79.0019,84.57046058,5.568560579999996,elephant voice/clean_clips/elephant91.wav,ok
92,92,rumble,2000-24_generator_noise_4.wav,84.1156,86.77611852,2.6605185199999966,elephant voice/clean_clips/elephant92.wav,ok
93,93,rumble,2000-24_generator_noise_4.wav,86.7761,90.28798444,3.511884440000003,elephant voice/clean_clips/elephant93.wav,ok
94,94,rumble,2000-24_generator_noise_4.wav,100.1851,105.7721889,5.587088899999998,elephant voice/clean_clips/elephant94.wav,ok
95,95,rumble,2000-24_generator_noise_4.wav,138.7455,145.2903756,6.544875600000012,elephant voice/clean_clips/elephant95.wav,ok
96,96,rumble,2000-24_generator_noise_4.wav,195.4937,202.6771,7.183400000000006,elephant voice/clean_clips/elephant96.wav,ok
97,97,rumble,2000-24_generator_noise_4.wav,220.3618,226.8002548,6.438454800000017,elephant voice/clean_clips/elephant97.wav,ok
98,98,rumble,2000-24_vehicle_and_generator_noise_1.wav,21.3066,29.23494518,7.928345180000001,elephant voice/clean_clips/elephant98.wav,ok
99,99,rumble,2000-24_vehicle_and_generator_noise_1.wav,89.4685,93.29964666,3.8311466599999875,elephant voice/clean_clips/elephant99.wav,ok
100,100,rumble,2000-24_vehicle_noise_1.wav,10.412,16.15872,5.746719999999998,elephant voice/clean_clips/elephant100.wav,ok
101,101,rumble,2000-24_vehicle_noise_1.wav,19.7771,24.45961259,4.682512589999998,elephant voice/clean_clips/elephant101.wav,ok
102,102,rumble,2000-24_vehicle_noise_1.wav,27.7586,32.49432296,4.735722959999997,elephant voice/clean_clips/elephant102.wav,ok
103,103,rumble,2000-24_vehicle_noise_1.wav,44.6959,49.27199185,4.576091849999997,elephant voice/clean_clips/elephant103.wav,ok
104,104,rumble,2000-24_vehicle_noise_1.wav,71.4607,75.71752963,4.256829629999999,elephant voice/clean_clips/elephant104.wav,ok
105,105,rumble,2000-24_vehicle_noise_1.wav,90.2942,94.44460889,4.150408889999994,elephant voice/clean_clips/elephant105.wav,ok
106,106,rumble,2000-24_vehicle_noise_1.wav,119.2612,122.7730844,3.5118843999999996,elephant voice/clean_clips/elephant106.wav,ok
107,107,rumble,2000-24_vehicle_noise_1.wav,133.2023,137.7251815,4.522881499999983,elephant voice/clean_clips/elephant107.wav,ok
108,108,rumble,2000-24_vehicle_noise_1.wav,176.3744,180.7908607,4.416460699999988,elephant voice/clean_clips/elephant108.wav,ok
109,109,rumble,2000-24_vehicle_noise_1.wav,186.8601,192.5791622,5.719062200000025,elephant voice/clean_clips/elephant109.wav,ok
110,110,rumble,2000-24_vehicle_noise_1.wav,202.9069,205.6206289,2.7137289000000067,elephant voice/clean_clips/elephant110.wav,ok
111,111,rumble,2000-24_vehicle_noise_1.wav,219.5196,222.6590119,3.139411899999999,elephant voice/clean_clips/elephant111.wav,ok
112,112,rumble,2000-24_vehicle_noise_1.wav,264.9425,272.7685851,7.8260851,elephant voice/clean_clips/elephant112.wav,ok
113,113,rumble,2000-24_vehicle_noise_1.wav,287.9692,295.6447835,7.675583500000016,elephant voice/clean_clips/elephant113.wav,ok
114,114,rumble,2000-24_vehicle_noise_2.wav,38.1506,43.15237481,5.001774810000001,elephant voice/clean_clips/elephant114.wav,ok
115,115,rumble,2000-27_airplane_01.wav,133.3136,139.5924237,6.278823700000004,elephant voice/clean_clips/elephant115.wav,ok
116,116,rumble,2000-27_airplane_01.wav,221.1145,228.4575311,7.343031100000019,elephant voice/clean_clips/elephant116.wav,ok
117,117,rumble,2000-3_airplane_02.wav,43.912,48.11561926,4.2036192600000035,elephant voice/clean_clips/elephant117.wav,ok
118,118,rumble,2000-3_airplane_02.wav,55.6715,59.18338444,3.5118844399999958,elephant voice/clean_clips/elephant118.wav,ok
119,119,rumble,2000-3_airplane_03.wav,71.0204,77.08638222,6.065982220000009,elephant voice/clean_clips/elephant119.wav,ok
120,120,rumble,2002-2_airplane_01.wav,112.2981,116.1292467,3.831146699999991,elephant voice/clean_clips/elephant120.wav,ok
121,121,rumble,2002-2_airplane_01.wav,119.0026,123.8979541,4.895354100000006,elephant voice/clean_clips/elephant121.wav,ok
122,122,bark-rumble,2002-2_airplane_01.wav,168.9963,173.5934616,4.597161600000021,elephant voice/clean_clips/elephant122.wav,ok
123,123,rumble,2002-2_airplane_01.wav,199.028,202.6463052,3.618305200000009,elephant voice/clean_clips/elephant123.wav,ok
124,124,bark-rumble,2003-7_airplane_01.wav,28.4817,32.04679481,3.5650948100000015,elephant voice/clean_clips/elephant124.wav,ok
125,125,rumble,2003-7_airplane_01.wav,31.5147,36.62289555,5.108195550000001,elephant voice/clean_clips/elephant125.wav,ok
126,126,rumble,2003-7_airplane_01.wav,40.9329,46.99888222,6.065982220000002,elephant voice/clean_clips/elephant126.wav,ok
127,127,rumble,2003-7_airplane_01.wav,52.9584,60.30143111,7.343031110000005,elephant voice/clean_clips/elephant127.wav,ok
128,128,rumble,2003-7_airplane_01.wav,66.261,70.09214667,3.8311466700000096,elephant voice/clean_clips/elephant128.wav,ok
129,129,rumble,2003-7_airplane_01.wav,76.3681,81.84876815,5.48066815,elephant voice/clean_clips/elephant129.wav,ok
130,130,rumble,99-22A_airplane_01.wav,1.6605,4.853122222,3.192622222,elephant voice/clean_clips/elephant130.wav,ok
131,131,rumble,99-22A_airplane_01.wav,84.9082,87.35587704,2.447677040000002,elephant voice/clean_clips/elephant131.wav,ok
132,132,rumble,99-22A_airplane_01.wav,115.0893,116.3663489,1.2770489000000111,elephant voice/clean_clips/elephant132.wav,ok
133,133,rumble,99-22A_airplane_01.wav,116.6172,119.1712978,2.554097800000008,elephant voice/clean_clips/elephant133.wav,ok
134,134,rumble,99-22A_airplane_01.wav,123.8158,125.5185319,1.7027319000000034,elephant voice/clean_clips/elephant134.wav,ok
135,135,rumble,99-22A_airplane_01.wav,142.2798,143.8761111,1.5963111000000083,elephant voice/clean_clips/elephant135.wav,ok
136,136,rumble,99-22A_airplane_01.wav,144.1421,145.7916215,1.6495214999999916,elephant voice/clean_clips/elephant136.wav,ok
137,137,rumble,99-22A_airplane_01.wav,150.1017,151.112697,1.0109970000000033,elephant voice/clean_clips/elephant137.wav,ok
138,138,rumble,99-22A_airplane_01.wav,199.0569,201.8238393,2.76693929999999,elephant voice/clean_clips/elephant138.wav,ok
139,139,rumble,99-24_airplane_01.wav,16.5366,18.87785629,2.3412562900000005,elephant voice/clean_clips/elephant139.wav,ok
140,140,rumble,99-24_airplane_01.wav,22.3897,24.67774593,2.288045929999999,elephant voice/clean_clips/elephant140.wav,ok
141,141,rumble,99-24_airplane_01.wav,46.2882,49.95971556,3.671515559999996,elephant voice/clean_clips/elephant141.wav,ok
142,142,rumble,99-24_airplane_01.wav,52.301,54.16336296,1.8623629599999987,elephant voice/clean_clips/elephant142.wav,ok
143,143,rumble,99-37_airplane_02.wav,2.1123,5.943446666,3.831146666,elephant voice/clean_clips/elephant143.wav,ok
144,144,rumble,99-37_airplane_02.wav,11.903,17.64972,5.746719999999998,elephant voice/clean_clips/elephant144.wav,ok
145,145,rumble,99-37_airplane_and_vehicle_01.wav,44.1088,47.35463259,3.245832589999999,elephant voice/clean_clips/elephant145.wav,ok
146,146,rumble,99-37_airplane_and_vehicle_01.wav,71.0333,73.64060815,2.6073081500000086,elephant voice/clean_clips/elephant146.wav,ok
147,147,rumble,99-37_airplane_and_vehicle_01.wav,95.5281,99.09319481,3.565094810000005,elephant voice/clean_clips/elephant147.wav,ok
148,148,rumble,99-45_airplane_01.wav,51.3391,55.17024667,3.8311466699999954,elephant voice/clean_clips/elephant148.wav,ok
149,149,rumble,99-45_airplane_01.wav,69.7746,72.22227704,2.447677039999988,elephant voice/clean_clips/elephant149.wav,ok
150,150,rumble,99-45_airplane_01.wav,97.2073,105.0292244,7.8219244,elephant voice/clean_clips/elephant150.wav,ok
151,151,rumble,99-45_airplane_01.wav,105.4016,109.285957,3.8843569999999943,elephant voice/clean_clips/elephant151.wav,ok
152,152,rumble,99-45_airplane_01.wav,179.5454,184.866437,5.32103699999999,elephant voice/clean_clips/elephant152.wav,ok
153,153,rumble,99-45_airplane_01.wav,199.3396,201.3615941,2.0219941000000006,elephant voice/clean_clips/elephant153.wav,ok
154,154,rumble,99-45_airplane_01.wav,215.6173,223.1423819,7.5250819000000035,elephant voice/clean_clips/elephant154.wav,ok
155,155,rumble,99-45_airplane_03.wav,55.104,58.77551555,3.6715155500000023,elephant voice/clean_clips/elephant155.wav,ok
156,156,rumble,99-45_airplane_03.wav,73.6744,76.06886667,2.39446667,elephant voice/clean_clips/elephant156.wav,ok
157,157,rumble,99-45_airplane_03.wav,101.3027,108.8053622,7.502662200000003,elephant voice/clean_clips/elephant157.wav,ok
158,158,rumble,99-45_airplane_03.wav,108.965,113.0089881,4.043988099999993,elephant voice/clean_clips/elephant158.wav,ok
159,159,rumble,99-45_airplane_03.wav,183.703,188.3323022,4.629302199999984,elephant voice/clean_clips/elephant159.wav,ok
160,160,rumble,99-45_airplane_03.wav,203.0716,205.2000148,2.1284148000000016,elephant voice/clean_clips/elephant160.wav,ok
161,161,rumble,99-45_airplane_03.wav,219.893,224.9975137,5.1045137000000125,elephant voice/clean_clips/elephant161.wav,ok
162,162,rumble,99-45_vehicle_01.wav,10.3543,13.49371185,3.13941185,elephant voice/clean_clips/elephant162.wav,ok
163,163,rumble,99-45_vehicle_01.wav,106.0364,108.2712356,2.2348355999999967,elephant voice/clean_clips/elephant163.wav,ok
164,164,rumble,99-45_vehicle_01.wav,107.4731,109.8675667,2.3944666999999953,elephant voice/clean_clips/elephant164.wav,ok
165,165,rumble,99-45_vehicle_01.wav,132.5431,135.7889326,3.2458326,elephant voice/clean_clips/elephant165.wav,ok
166,166,rumble,99-45_vehicle_01.wav,135.0972,136.7467215,1.64952150000002,elephant voice/clean_clips/elephant166.wav,ok
167,167,rumble,99-45_vehicle_01.wav,173.4055,176.1724393,2.7669393000000184,elephant voice/clean_clips/elephant167.wav,ok
168,168,rumble,99-45_vehicle_01.wav,201.2785,205.2160674,3.9375673999999776,elephant voice/clean_clips/elephant168.wav,ok
169,169,roar,99-45_vehicle_01.wav,213.304,215.4324148,2.1284148000000016,elephant voice/clean_clips/elephant169.wav,ok
170,170,rumble,99-45_vehicle_01.wav,215.8581,218.5186185,2.660518499999995,elephant voice/clean_clips/elephant170.wav,ok
171,171,rumble,99-45_vehicle_01.wav,219.2104,222.3498119,3.139411899999999,elephant voice/clean_clips/elephant171.wav,ok
172,172,rumble,99-45_vehicle_01.wav,227.3516,231.0231156,3.6715156000000206,elephant voice/clean_clips/elephant172.wav,ok
173,173,rumble,99-45_vehicle_01.wav,236.2377,238.5257459,2.2880459000000144,elephant voice/clean_clips/elephant173.wav,ok
174,174,rumble,99-45_vehicle_01.wav,239.0046,240.866963,1.8623629999999878,elephant voice/clean_clips/elephant174.wav,ok
175,175,rumble,99-45_vehicle_01.wav,241.0798,243.2082148,2.1284148000000016,elephant voice/clean_clips/elephant175.wav,ok
176,176,trumpet,99-45_vehicle_01.wav,243.2082,246.507243,3.2990429999999833,elephant voice/clean_clips/elephant176.wav,ok
177,177,trumpet,99-45_vehicle_01.wav,249.3806,250.2851763,0.9045763000000022,elephant voice/clean_clips/elephant177.wav,ok
178,178,rumble,99-45_vehicle_01.wav,250.7641,254.3291948,3.565094799999997,elephant voice/clean_clips/elephant178.wav,ok
179,179,rumble,99-45_vehicle_01.wav,256.974,258.7831526,1.8091526000000044,elephant voice/clean_clips/elephant179.wav,ok
180,180,rumble,99-45_vehicle_01.wav,258.7832,262.1354533,3.3522532999999726,elephant voice/clean_clips/elephant180.wav,ok
181,181,rumble,99-45_vehicle_01.wav,261.4437,264.1042185,2.6605185000000233,elephant voice/clean_clips/elephant181.wav,ok
182,182,rumble,99-45_vehicle_01.wav,264.7428,268.6803674,3.9375674000000345,elephant voice/clean_clips/elephant182.wav,ok
183,183,rumble,99-45_vehicle_01.wav,270.623,273.070677,2.4476769999999988,elephant voice/clean_clips/elephant183.wav,ok
184,184,rumble,99-45_vehicle_01.wav,273.6559,276.7421015,3.0862015000000156,elephant voice/clean_clips/elephant184.wav,ok
185,185,rumble,99-45_vehicle_01.wav,278.232,281.4246222,3.1926221999999598,elephant voice/clean_clips/elephant185.wav,ok
186,186,rumble,99-45_vehicle_01.wav,280.7861,281.9567281,1.1706281000000445,elephant voice/clean_clips/elephant186.wav,ok
187,187,rumble,99-45_vehicle_01.wav,316.511,320.0760948,3.565094799999997,elephant voice/clean_clips/elephant187.wav,ok
188,188,rumble,99-45_vehicle_01.wav,317.3623,321.3530778,3.9907777999999894,elephant voice/clean_clips/elephant188.wav,ok
189,189,rumble,99-45_vehicle_01.wav,329.6007,332.3144289,2.7137288999999782,elephant voice/clean_clips/elephant189.wav,ok
190,190,rumble,99-45_vehicle_01.wav,336.1456,339.4978533,3.3522532999999726,elephant voice/clean_clips/elephant190.wav,ok
191,191,rumble,99-45_vehicle_01.wav,350.9323,352.9542941,2.021994100000029,elephant voice/clean_clips/elephant191.wav,ok
192,192,rumble,99-45_vehicle_02.wav,17.0062,20.03919111,3.032991110000001,elephant voice/clean_clips/elephant192.wav,ok
193,193,rumble,99-45_vehicle_02.wav,19.6667,23.60426741,3.9375674099999998,elephant voice/clean_clips/elephant193.wav,ok
194,194,rumble,99-45_vehicle_02.wav,20.3584,23.12533926,2.766939260000001,elephant voice/clean_clips/elephant194.wav,ok
195,195,rumble,99-45_vehicle_02.wav,22.6997,26.21158444,3.5118844399999993,elephant voice/clean_clips/elephant195.wav,ok
196,196,rumble,99-45_vehicle_02.wav,77.6022,79.51777333,1.9155733300000009,elephant voice/clean_clips/elephant196.wav,ok
197,197,rumble,99-45_vehicle_02.wav,78.8261,82.81687778,3.990777780000002,elephant voice/clean_clips/elephant197.wav,ok
198,198,roar-rumble,99-45_vehicle_02.wav,81.1141,84.62598444,3.511884440000003,elephant voice/clean_clips/elephant198.wav,ok
199,199,rumble,99-45_vehicle_02.wav,96.0662,98.35424593,2.2880459300000098,elephant voice/clean_clips/elephant199.wav,ok
200,200,rumble,99-45_vehicle_02.wav,103.2496,104.7927007,1.5431006999999966,elephant voice/clean_clips/elephant200.wav,ok
201,201,rumble-roar-rumble,99-45_vehicle_02.wav,106.868,110.0074118,3.139411800000005,elephant voice/clean_clips/elephant201.wav,ok
202,202,rumble,99-45_vehicle_02.wav,110.4863,113.6257119,3.139411899999999,elephant voice/clean_clips/elephant202.wav,ok
203,203,rumble,99-45_vehicle_02.wav,113.5192,115.5411941,2.0219941000000006,elephant voice/clean_clips/elephant203.wav,ok
204,204,rumble,99-45_vehicle_02.wav,114.7963,116.3394007,1.5431006999999966,elephant voice/clean_clips/elephant204.wav,ok
205,205,trumpet-rumble,99-45_vehicle_02.wav,116.233,119.7059757,3.472975699999992,elephant voice/clean_clips/elephant205.wav,ok
206,206,rumble,99-45_vehicle_02.wav,119.4399,122.7921533,3.352253300000001,elephant voice/clean_clips/elephant206.wav,ok
207,207,trumpet,99-45_vehicle_02.wav,119.9331,121.2101489,1.277048899999997,elephant voice/clean_clips/elephant207.wav,ok
208,208,rumble,99-45_vehicle_02.wav,123.8707,125.8394837,1.968783700000003,elephant voice/clean_clips/elephant208.wav,ok
209,209,trumpet,99-45_vehicle_02.wav,125.9459,127.4357904,1.4898904000000073,elephant voice/clean_clips/elephant209.wav,ok
210,210,rumble,99-45_vehicle_02.wav,127.8614,131.4264948,3.565094799999997,elephant voice/clean_clips/elephant210.wav,ok
211,211,rumble,99-45_vehicle_02.wav,139.887,145.3144578,5.427457800000013,elephant voice/clean_clips/elephant211.wav,ok
212,212,rumble,J86-1_airplane_01.wav,192.4952,198.9336548,6.438454799999988,elephant voice/clean_clips/elephant212.wav,ok
